ROI	Subj1	Subj2	Y	Video	Subj1Group	Subj2Group	GroupStr	VideoType
Limbic	BSCMR008	BSCMR019	-0.255165	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR019	-0.346541	v5008	B	B	B_B	neutral
Default	BSCMR008	BSCMR019	-0.0739583	v5008	B	B	B_B	neutral
Visual	BSCMR008	BSCMR040	-0.375776	v1001	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR040	0.0939094	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR040	0.270008	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR040	0.376534	v1001	B	B	B_B	horror
Limbic	BSCMR008	BSCMR040	0.0116885	v1001	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR040	0.134572	v1001	B	B	B_B	horror
Default	BSCMR008	BSCMR040	-0.589103	v1001	B	B	B_B	horror
Visual	BSCMR008	BSCMR040	0.0582313	v1002	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR040	-0.631446	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR040	-0.639308	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR040	0.250694	v1002	B	B	B_B	horror
Limbic	BSCMR008	BSCMR040	-0.267747	v1002	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR040	-0.232415	v1002	B	B	B_B	horror
Default	BSCMR008	BSCMR040	-0.483196	v1002	B	B	B_B	horror
Visual	BSCMR008	BSCMR040	-0.349493	v1006	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR040	-0.347361	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR040	-0.0325239	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR040	-0.398792	v1006	B	B	B_B	horror
Limbic	BSCMR008	BSCMR040	0.238477	v1006	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR040	-0.0382713	v1006	B	B	B_B	horror
Default	BSCMR008	BSCMR040	0.509081	v1006	B	B	B_B	horror
Visual	BSCMR008	BSCMR040	0.509594	v1007	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR040	0.121855	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR040	0.188393	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR040	0.265278	v1007	B	B	B_B	horror
Limbic	BSCMR008	BSCMR040	-0.0139506	v1007	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR040	0.25282	v1007	B	B	B_B	horror
Default	BSCMR008	BSCMR040	-0.0152798	v1007	B	B	B_B	horror
Visual	BSCMR008	BSCMR040	-0.151128	v2000	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR040	-0.0286939	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR040	-0.274056	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR040	-0.464484	v2000	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR040	0.156125	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR040	-0.34656	v2000	B	B	B_B	erotic
Default	BSCMR008	BSCMR040	0.142827	v2000	B	B	B_B	erotic
Visual	BSCMR008	BSCMR040	-0.459154	v2002	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR040	-0.517961	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR040	-0.478351	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR040	-0.0848799	v2002	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR040	0.527354	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR040	0.255636	v2002	B	B	B_B	erotic
Default	BSCMR008	BSCMR040	0.0367276	v2002	B	B	B_B	erotic
Visual	BSCMR008	BSCMR040	0.789821	v2003	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR040	0.499883	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR040	0.236512	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR040	0.455008	v2003	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR040	-0.620479	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR040	0.508116	v2003	B	B	B_B	erotic
Default	BSCMR008	BSCMR040	0.329052	v2003	B	B	B_B	erotic
Visual	BSCMR008	BSCMR040	0.459815	v2009	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR040	0.0563138	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR040	0.254748	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR040	0.0626846	v2009	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR040	0.0200547	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR040	0.0522764	v2009	B	B	B_B	erotic
Default	BSCMR008	BSCMR040	-0.0708464	v2009	B	B	B_B	erotic
Visual	BSCMR008	BSCMR040	0.324374	v5000	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR040	-0.114775	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR040	-0.00775921	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR040	0.236938	v5000	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR040	-0.258246	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR040	0.310044	v5000	B	B	B_B	neutral
Default	BSCMR008	BSCMR040	-0.115132	v5000	B	B	B_B	neutral
Visual	BSCMR008	BSCMR040	0.534174	v5001	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR040	-0.2427	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR040	0.0481541	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR040	0.112837	v5001	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR040	0.101293	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR040	0.0836728	v5001	B	B	B_B	neutral
Default	BSCMR008	BSCMR040	-0.120208	v5001	B	B	B_B	neutral
Visual	BSCMR008	BSCMR040	0.414062	v5002	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR040	0.383343	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR040	0.637792	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR040	-0.230628	v5002	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR040	-0.0568733	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR040	-0.352051	v5002	B	B	B_B	neutral
Default	BSCMR008	BSCMR040	0.192056	v5002	B	B	B_B	neutral
Visual	BSCMR008	BSCMR040	-0.215951	v5008	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR040	0.105964	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR040	0.103313	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR040	-0.457682	v5008	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR040	0.00730843	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR040	-0.643635	v5008	B	B	B_B	neutral
Default	BSCMR008	BSCMR040	-0.280272	v5008	B	B	B_B	neutral
Visual	BSCMR008	BSCMR041	-0.32077	v1001	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR041	-0.498936	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR041	-0.0828795	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR041	0.0289786	v1001	B	B	B_B	horror
Limbic	BSCMR008	BSCMR041	0.161647	v1001	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR041	0.0619635	v1001	B	B	B_B	horror
Default	BSCMR008	BSCMR041	-0.00422391	v1001	B	B	B_B	horror
Visual	BSCMR008	BSCMR041	-0.00490038	v1002	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR041	0.343812	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR041	0.211077	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR041	-0.285492	v1002	B	B	B_B	horror
Limbic	BSCMR008	BSCMR041	0.362845	v1002	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR041	-0.539126	v1002	B	B	B_B	horror
Default	BSCMR008	BSCMR041	-0.227965	v1002	B	B	B_B	horror
Visual	BSCMR008	BSCMR041	0.311862	v1006	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR041	0.625446	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR041	-0.464346	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR041	0.134435	v1006	B	B	B_B	horror
Limbic	BSCMR008	BSCMR041	0.411552	v1006	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR041	-0.200781	v1006	B	B	B_B	horror
Default	BSCMR008	BSCMR041	-0.145479	v1006	B	B	B_B	horror
Visual	BSCMR008	BSCMR041	-0.184398	v1007	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR041	0.124969	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR041	-0.548987	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR041	-0.109504	v1007	B	B	B_B	horror
Limbic	BSCMR008	BSCMR041	-0.391319	v1007	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR041	0.230433	v1007	B	B	B_B	horror
Default	BSCMR008	BSCMR041	0.0270692	v1007	B	B	B_B	horror
Visual	BSCMR008	BSCMR041	0.11646	v2000	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR041	0.498016	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR041	0.544955	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR041	0.301222	v2000	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR041	0.400776	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR041	0.00768324	v2000	B	B	B_B	erotic
Default	BSCMR008	BSCMR041	0.124971	v2000	B	B	B_B	erotic
Visual	BSCMR008	BSCMR041	-0.269424	v2002	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR041	-0.501104	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR041	0.467712	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR041	-0.11531	v2002	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR041	0.313778	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR041	-0.131202	v2002	B	B	B_B	erotic
Default	BSCMR008	BSCMR041	0.15033	v2002	B	B	B_B	erotic
Visual	BSCMR008	BSCMR041	0.151489	v2003	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR041	-0.216867	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR041	0.326277	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR041	-0.281702	v2003	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR041	0.619135	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR041	0.158857	v2003	B	B	B_B	erotic
Default	BSCMR008	BSCMR041	-0.134233	v2003	B	B	B_B	erotic
Visual	BSCMR008	BSCMR041	0.746105	v2009	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR041	0.613272	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR041	0.33473	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR041	0.383167	v2009	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR041	0.447244	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR041	0.313382	v2009	B	B	B_B	erotic
Default	BSCMR008	BSCMR041	-0.122542	v2009	B	B	B_B	erotic
Visual	BSCMR008	BSCMR041	-0.192877	v5000	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR041	-0.151006	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR041	-0.24111	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR041	0.257181	v5000	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR041	-0.268068	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR041	0.581757	v5000	B	B	B_B	neutral
Default	BSCMR008	BSCMR041	0.326125	v5000	B	B	B_B	neutral
Visual	BSCMR008	BSCMR041	0.138916	v5001	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR041	0.161605	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR041	-0.133391	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR041	-0.129166	v5001	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR041	0.107035	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR041	0.562215	v5001	B	B	B_B	neutral
Default	BSCMR008	BSCMR041	0.443245	v5001	B	B	B_B	neutral
Visual	BSCMR008	BSCMR041	-0.0889179	v5002	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR041	-0.224923	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR041	-0.441205	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR041	-0.345829	v5002	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR041	-0.33884	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR041	-0.384613	v5002	B	B	B_B	neutral
Default	BSCMR008	BSCMR041	0.108056	v5002	B	B	B_B	neutral
Visual	BSCMR008	BSCMR041	-0.183941	v5008	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR041	0.404729	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR041	-0.29923	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR041	-0.0402213	v5008	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR041	0.473329	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR041	-0.229597	v5008	B	B	B_B	neutral
Default	BSCMR008	BSCMR041	0.384287	v5008	B	B	B_B	neutral
Visual	BSCMR008	BSCMR042	0.120888	v1001	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR042	0.435065	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR042	0.150185	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR042	0.308547	v1001	B	B	B_B	horror
Limbic	BSCMR008	BSCMR042	0.0167017	v1001	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR042	0.224604	v1001	B	B	B_B	horror
Default	BSCMR008	BSCMR042	0.143563	v1001	B	B	B_B	horror
Visual	BSCMR008	BSCMR042	-0.298999	v1002	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR042	0.240377	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR042	-0.0669961	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR042	-0.0372971	v1002	B	B	B_B	horror
Limbic	BSCMR008	BSCMR042	0.0372339	v1002	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR042	-0.165968	v1002	B	B	B_B	horror
Default	BSCMR008	BSCMR042	0.317294	v1002	B	B	B_B	horror
Visual	BSCMR008	BSCMR042	0.763762	v1006	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR042	-0.0531178	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR042	-0.48035	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR042	-0.447795	v1006	B	B	B_B	horror
Limbic	BSCMR008	BSCMR042	0.502944	v1006	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR042	-0.116503	v1006	B	B	B_B	horror
Default	BSCMR008	BSCMR042	0.337611	v1006	B	B	B_B	horror
Visual	BSCMR008	BSCMR042	0.615014	v1007	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR042	-0.294227	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR042	0.676839	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR042	-0.116469	v1007	B	B	B_B	horror
Limbic	BSCMR008	BSCMR042	0.0818796	v1007	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR042	0.203128	v1007	B	B	B_B	horror
Default	BSCMR008	BSCMR042	0.218135	v1007	B	B	B_B	horror
Visual	BSCMR008	BSCMR042	-0.662168	v2000	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR042	-0.427525	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR042	-0.519667	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR042	0.192931	v2000	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR042	0.210622	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR042	-0.0137282	v2000	B	B	B_B	erotic
Default	BSCMR008	BSCMR042	-0.0472724	v2000	B	B	B_B	erotic
Visual	BSCMR008	BSCMR042	0.151302	v2002	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR042	-0.386308	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR042	0.153802	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR042	0.164589	v2002	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR042	-0.548739	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR042	-0.00941816	v2002	B	B	B_B	erotic
Default	BSCMR008	BSCMR042	0.00930854	v2002	B	B	B_B	erotic
Visual	BSCMR008	BSCMR042	0.0937045	v2003	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR042	-0.0300404	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR042	-0.678136	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR042	0.281669	v2003	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR042	0.268732	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR042	-0.271969	v2003	B	B	B_B	erotic
Default	BSCMR008	BSCMR042	-0.165347	v2003	B	B	B_B	erotic
Visual	BSCMR008	BSCMR042	0.150525	v2009	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR042	0.264664	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR042	0.57477	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR042	0.019363	v2009	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR042	0.336197	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR042	0.176375	v2009	B	B	B_B	erotic
Default	BSCMR008	BSCMR042	0.126238	v2009	B	B	B_B	erotic
Visual	BSCMR008	BSCMR042	0.181294	v5000	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR042	0.0300095	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR042	0.308417	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR042	0.0955512	v5000	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR042	-0.303903	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR042	-0.316903	v5000	B	B	B_B	neutral
Default	BSCMR008	BSCMR042	-0.231531	v5000	B	B	B_B	neutral
Visual	BSCMR008	BSCMR042	0.0836161	v5001	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR042	-0.179176	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR042	-0.0523396	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR042	0.211945	v5001	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR042	0.246641	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR042	0.360365	v5001	B	B	B_B	neutral
Default	BSCMR008	BSCMR042	-0.361295	v5001	B	B	B_B	neutral
Visual	BSCMR008	BSCMR042	-0.227758	v5002	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR042	0.435764	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR042	-0.0296597	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR042	0.614297	v5002	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR042	-0.118596	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR042	0.204359	v5002	B	B	B_B	neutral
Default	BSCMR008	BSCMR042	-0.104812	v5002	B	B	B_B	neutral
Visual	BSCMR008	BSCMR042	0.260863	v5008	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR042	-0.208541	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR042	-0.0348349	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR042	0.318611	v5008	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR042	0.233445	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR042	0.0503583	v5008	B	B	B_B	neutral
Default	BSCMR008	BSCMR042	0.357922	v5008	B	B	B_B	neutral
Visual	BSCMR008	BSCMR051	-0.179423	v1001	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR051	-0.188913	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR051	-0.239193	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR051	-0.167666	v1001	B	B	B_B	horror
Limbic	BSCMR008	BSCMR051	-0.253478	v1001	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR051	-0.211452	v1001	B	B	B_B	horror
Default	BSCMR008	BSCMR051	0.0811305	v1001	B	B	B_B	horror
Visual	BSCMR008	BSCMR051	-0.203875	v1002	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR051	0.499698	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR051	-0.581364	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR051	-0.00902663	v1002	B	B	B_B	horror
Limbic	BSCMR008	BSCMR051	-0.734233	v1002	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR051	-0.374082	v1002	B	B	B_B	horror
Default	BSCMR008	BSCMR051	-0.339632	v1002	B	B	B_B	horror
Visual	BSCMR008	BSCMR051	0.161345	v1006	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR051	0.0608176	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR051	0.207701	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR051	-0.355085	v1006	B	B	B_B	horror
Limbic	BSCMR008	BSCMR051	-0.0785718	v1006	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR051	-0.158053	v1006	B	B	B_B	horror
Default	BSCMR008	BSCMR051	-0.258689	v1006	B	B	B_B	horror
Visual	BSCMR008	BSCMR051	0.643033	v1007	B	B	B_B	horror
Somatomotor	BSCMR008	BSCMR051	-0.0139002	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR008	BSCMR051	0.538527	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR008	BSCMR051	-0.0144425	v1007	B	B	B_B	horror
Limbic	BSCMR008	BSCMR051	0.0052567	v1007	B	B	B_B	horror
Frontoparietal	BSCMR008	BSCMR051	-0.0462048	v1007	B	B	B_B	horror
Default	BSCMR008	BSCMR051	-0.43477	v1007	B	B	B_B	horror
Visual	BSCMR008	BSCMR051	-0.00979192	v2000	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR051	0.671967	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR051	-0.082947	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR051	-0.0626102	v2000	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR051	-0.174193	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR051	-0.468124	v2000	B	B	B_B	erotic
Default	BSCMR008	BSCMR051	-0.261706	v2000	B	B	B_B	erotic
Visual	BSCMR008	BSCMR051	0.523267	v2002	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR051	0.13773	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR051	0.386299	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR051	-0.149441	v2002	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR051	-0.0424878	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR051	-0.146165	v2002	B	B	B_B	erotic
Default	BSCMR008	BSCMR051	0.207341	v2002	B	B	B_B	erotic
Visual	BSCMR008	BSCMR051	0.298635	v2003	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR051	0.00951807	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR051	0.485455	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR051	0.364636	v2003	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR051	-0.0936174	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR051	0.332222	v2003	B	B	B_B	erotic
Default	BSCMR008	BSCMR051	0.242717	v2003	B	B	B_B	erotic
Visual	BSCMR008	BSCMR051	0.306489	v2009	B	B	B_B	erotic
Somatomotor	BSCMR008	BSCMR051	0.204905	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR008	BSCMR051	-0.0400664	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR008	BSCMR051	-0.322243	v2009	B	B	B_B	erotic
Limbic	BSCMR008	BSCMR051	0.124279	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR008	BSCMR051	0.229394	v2009	B	B	B_B	erotic
Default	BSCMR008	BSCMR051	0.045691	v2009	B	B	B_B	erotic
Visual	BSCMR008	BSCMR051	0.253246	v5000	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR051	0.316648	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR051	-0.407728	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR051	0.0235189	v5000	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR051	-0.471289	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR051	-0.120658	v5000	B	B	B_B	neutral
Default	BSCMR008	BSCMR051	-0.432336	v5000	B	B	B_B	neutral
Visual	BSCMR008	BSCMR051	-0.658356	v5001	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR051	0.152502	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR051	-0.384585	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR051	-0.371906	v5001	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR051	0.184048	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR051	-0.416619	v5001	B	B	B_B	neutral
Default	BSCMR008	BSCMR051	0.142037	v5001	B	B	B_B	neutral
Visual	BSCMR008	BSCMR051	-0.107262	v5002	B	B	B_B	neutral
Somatomotor	BSCMR008	BSCMR051	0.397462	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR008	BSCMR051	0.105652	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR008	BSCMR051	0.290521	v5002	B	B	B_B	neutral
Limbic	BSCMR008	BSCMR051	0.225994	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR008	BSCMR051	-0.38757	v5002	B	B	B_B	neutral
Default	BSCMR008	BSCMR051	-0.505948	v5002	B	B	B_B	neutral
Visual	BSCMR008	BSCMR051	-0.17635	v5008	B	B	B_B	neutral
